title,stars,text,bin_pelayanan,bin_fasilitas,predicted_labels_1,sentiment,prob_layanan,prob_fasilitas
RS Brayat Minulya,5,selamat siang crew personil dan team rs brayat saya sebagai pasien rs brayat minulya sangat puas dgn pelayanan rs brayat minulya mulai dari pak sopir ambulan dan teamnya krn saya kemaren saat kejadian di jemput oleh team ambulan rs brayat pak satpam rs brayat yg begitu ramah dan cepat dlm mengantarkan n menunjukkan ke ruang igd perawat dan dokter ruang ugd juga baik ramah sopan sigap dan tanggap dlm memberikan pelayanan pelayanan dan tindakannya pas dan tepat radiografer nya juga baik pelayanan raamah cepat dan tepat lalu saya dirawat diruang maria pelayanan nya semua juga memuaskan untuk perawatnya team nya bintang 5 untuk perawat ruang maria sangat bagus ramah tanggap cepat dalam pelayanan sigap dan tepat untuk ibu kepala ruangnya juga baik sangat detail dalam menjelaskan tentang ruang maria misal jika ada apa2 untuk bantuan langsung disuruh mencet bel yg ada di kamar fasilitas ruangan bagus dokter henradewi juga baik ramah sopan bagus tepat tindakannya saya byk mengucapkan terimakasih kepada rs brayat minulya surakarta yg telah baik dan tepat dalam memberikan pelayanan dan baik semuanya untuk crew n team dan personil rs brayat minulya surakarta saya puas bintang 5good job rs brayat i love you so much wisdom an excellent,1,0,['pelayanan'],positive,0.9992775321006776,0.4202382564544678
RS Brayat Minulya,5,pelayanan baik perawat dan dokter ramah dan tanggap,1,0,['pelayanan'],positive,0.9972689747810364,0.0048172520473599
RS Brayat Minulya,5,pelayanan baik perawat ramah ruangan bersih,1,1,"['pelayanan', 'fasilitas']",positive,0.9956127405166626,0.9924588799476624
RS Brayat Minulya,4,anak diruang teresia 109 pelayanan sangat nyaman danmemuaskan,1,1,"['pelayanan', 'fasilitas']",positive,0.9972948431968688,0.9862019419670104
RS Brayat Minulya,5,anak di ruang tresia 12b untuk pelayanan nya cukup baik penjelasan nya cukup baik,1,1,"['pelayanan', 'fasilitas']",positive,0.9988918900489808,0.9309971332550048
RS Brayat Minulya,5,pelayanan dari satpam bgs pendftran bgs dokter dan perawat jg bgs baik sabar dan ontem sekali pencetbel,1,0,['pelayanan'],positive,0.9975154399871826,0.0056474860757589
RS Brayat Minulya,2,antrian laboratoriumnya cepat hanya petugasnya yang lakilaki kurang sopan dan tidak ramah semoga lebih baik lagi,1,0,['pelayanan'],negative,0.9992024302482604,0.0792816653847694
RS Brayat Minulya,1,dibagian pendaftaran salah terus dalam memberi informasi rujukan maupun antrian dokter,1,1,"['pelayanan', 'fasilitas']",negative,0.9843927621841432,0.994047999382019
RS Brayat Minulya,5,saya merasa perawatan dan pengobatan di rs brayat dilayani dengan sepenuh hati dengan dokter dokter serta perawat yang sabar dan cepat respon dengan segala keluhan pasien sangat ramah dan murah senyumthks rs brayat suskes selalu terimakasih bu beti dan semua dokter dan perawatrs brayatjaya terus,1,0,['pelayanan'],positive,0.9960393905639648,0.0036825169809162
RS Brayat Minulya,5,pelayanan dan penanganan sangat baik segala proses baik berobat maupun opname terkhusus nya untuk ruang yosep sangat whort it tuhan yesus memberkati,1,1,"['pelayanan', 'fasilitas']",positive,0.9991705417633056,0.5107096433639526
RS Brayat Minulya,5,sepengalaman saya baik dari pelayanan serta fasilitas yang kami dapati sudah menemuhi syarat yang ada terimakasih dan sukses untuk seluruh stackholder rs brayat,1,1,"['pelayanan', 'fasilitas']",positive,0.9940721392631532,0.9870142936706544
RS Brayat Minulya,5,ruang teresia 112d sangat ramah sekali,1,1,"['pelayanan', 'fasilitas']",positive,0.9925981760025024,0.994012415409088
RS Brayat Minulya,5,pelayanan cepat dan ramah,1,0,['pelayanan'],positive,0.9961811304092408,0.0037020484451204
RS Brayat Minulya,5,pelayanannya sangat baik perawat dokter melayani dengan baik ruang kamar maria b 314 nyaman aman bersih makan minum pun juga baik terimakasih semoga tuhan selalu memberkati,1,1,"['pelayanan', 'fasilitas']",positive,0.9971109628677368,0.9886852502822876
RS Brayat Minulya,5,pelayanan di ruang yoseph sangat ramah dan cekatansemoga rsbm semakin sukses kedepannyadan menjadi rumah sakit yg selalu dicintai warga solo dan sekitarnya,1,0,['pelayanan'],positive,0.997283101081848,0.0051116263493895
RS Brayat Minulya,5,trimakasih saya bpk jumadi sudah di rawat di ruang yosep dengan baik dan ramah,1,1,"['pelayanan', 'fasilitas']",neutral,0.9986497759819032,0.94858580827713
RS Brayat Minulya,5,trimaksih atas pelayanan di ruang yosep perawat dan dokter ramah dan baik yg sudah merawat suami saya bpk kali trimakasih,1,0,['pelayanan'],positive,0.9986749291419984,0.012817146256566
RS Brayat Minulya,5,trimakasih atas perawatan ibu saya ibu sudarmi sdhdibrawat dengan baik di ruang yosep,1,1,"['pelayanan', 'fasilitas']",neutral,0.9975342750549316,0.9308427572250366
RS Brayat Minulya,5,perawatan di ruang yosep baik pelayanan cepattrimakasih,1,1,"['pelayanan', 'fasilitas']",positive,0.99892395734787,0.7301270365715027
RS Brayat Minulya,5,perawatan di ruang yosep perawatnya dan dokterpetugas yang lain baik dan ramahtrimakasih,1,1,"['pelayanan', 'fasilitas']",positive,0.9992356300354004,0.7707046270370483
RS Brayat Minulya,5,trimakasih atas perawatan saat ini di ruang yosep baik baik dokter dan perawat,1,1,"['pelayanan', 'fasilitas']",neutral,0.9980220794677734,0.95076584815979
RS Brayat Minulya,5,saya saat ini di rawat di ruang yosepperawatdokter dan petugas yang lain juga baik dan ramahtrimakasih,1,1,"['pelayanan', 'fasilitas']",positive,0.9957945346832277,0.9919821619987488
RS Brayat Minulya,5,trimakasih atas perawatan di ruang yosepbaik dan ramah semua petugas,1,1,"['pelayanan', 'fasilitas']",positive,0.998991310596466,0.5792651176452637
RS Brayat Minulya,5,perawatan nya baik,1,0,['pelayanan'],positive,0.9990997314453124,0.0579151362180709
RS Brayat Minulya,5,kerja bagus theresia 112a,1,1,"['pelayanan', 'fasilitas']",positive,0.9873448014259338,0.9900681972503662
RS Brayat Minulya,5,anak saya dirawat di ruang theresia oleh dr pudjiastuti spa penjelasan dari dokter sangat jelas perawatnya ramah2 ruangan bersih dan nyaman terimakasih rs brayat minulya,1,1,"['pelayanan', 'fasilitas']",positive,0.9948877692222596,0.992689311504364
RS Brayat Minulya,5,terimakasih doktersuwardi dan perawat poliibsdan perawat di ruang theresia yg sudah baik dan sabar dalam merawat anak saya evano gibran radikasemoga selalu di beri kesahatan dan keberkahan dalam pelayanansukses dan maju terus rsbrayat minulya,1,0,['pelayanan'],positive,0.9987967014312744,0.0453273057937622
RS Brayat Minulya,5,pelayanan baik bagus sekali,1,0,['pelayanan'],positive,0.9980947375297546,0.0068889269605278
RS Brayat Minulya,5,pelayanan baik dan sangat ramah,1,0,['pelayanan'],positive,0.9973025321960448,0.0049450802616775
RS Brayat Minulya,5,pelayanan cepatperhatian dan santun,1,0,['pelayanan'],positive,0.9970732927322388,0.0046507553197443
RS Brayat Minulya,5,pelayanan sangat puas,1,0,['pelayanan'],positive,0.9975284934043884,0.0051972586661577
RS Brayat Minulya,5,anak sy dirawat bbrp hari lalu krn demam trombosit turun dari awal datang sampe pulang tidak ada kendala sama sekali dan pelayanan ke pasien jg baik meskipun kami memakai bpjs sip lah,1,0,['pelayanan'],positive,0.9967314004898072,0.0057979975827038
RS Brayat Minulya,5,pelayanan dirumah sakit brayat minulya ruang theresia kelas 3 no 112 sangat baik perawatnya ramah ramah jaya terus brayat minulya,1,1,"['pelayanan', 'fasilitas']",positive,0.9988711476325988,0.9003025889396667
RS Brayat Minulya,5,ramah baik memuaskan theresia kamar 104,1,1,"['pelayanan', 'fasilitas']",positive,0.9968282580375672,0.987171709537506
RS Brayat Minulya,5,pelayanan di ruang theresia bagus perawat sopan santun dan ramah,1,0,['pelayanan'],positive,0.9981960654258728,0.0074924156069755
RS Brayat Minulya,5,pelayanan di ruang teresia sangat baik,1,0,['pelayanan'],positive,0.9988376498222352,0.0139821069315075
RS Brayat Minulya,5,pelayanan di ruang yosep sangat bagus perawat juga baik semuaa,1,0,['pelayanan'],positive,0.9992974996566772,0.0483372546732425
RS Brayat Minulya,5,pelayanan bagus mudah dirawat di ruang theresia suster ramah dan ruangan nyaman berac,1,1,"['pelayanan', 'fasilitas']",positive,0.9964311122894288,0.9869481325149536
RS Brayat Minulya,5,anak saya di rawat si ruang theresia ra brayat minulya pelayanan sangat baik dan bagus suster yang merawat juga baik dan ramah,1,0,['pelayanan'],positive,0.9994096755981444,0.3813878297805786
RS Brayat Minulya,5,dirawat di ruang theresia pelayanan oke terimakasih tim dokter dan perawat rsbm,1,0,['pelayanan'],positive,0.998959183692932,0.361879825592041
RS Brayat Minulya,5,ruang theresia 101a pelayanan dan fasilitas di kamar ini sudah lengkap dan sangat membantu pasien dalam perawatan kesehatan seharihari perawatperawatnya pun ramah bangett tidak ada yang judesdll terimakasih untuk rsbrayat minulya surakarta,1,1,"['pelayanan', 'fasilitas']",positive,0.9952638149261476,0.99260675907135
RS Brayat Minulya,5,terimakasih untuk pelayan dari pihak rumah sakit brayat surakarta baik itu dari perawat dokter maupun cleaningservisnya semoga tetap amanah untuk memberikan hal terbaik untuk semua pasiennya semoga karyawan karyawati rmh sakit brayat sehat selalu aamiin,1,0,['pelayanan'],positive,0.9960197806358336,0.003944301046431
RS Brayat Minulya,5,dirawat di ruang theresia kamar bagus bersih nyaman pelayanan memuaskan,1,1,"['pelayanan', 'fasilitas']",positive,0.9979236125946044,0.981490969657898
RS Brayat Minulya,5,perawatan di ruang theresia semua baikperawat baik semua pelayanan baik,1,1,"['pelayanan', 'fasilitas']",positive,0.997784435749054,0.9823344945907592
RS Brayat Minulya,5,anak saya dirawat diruang theresia atas nama an krisna pelayanan bagus perawat ramah da tanggap,1,1,"['pelayanan', 'fasilitas']",positive,0.99911230802536,0.7987238168716431
RS Brayat Minulya,1,sudah langganan dari kecil di rs brayat minulya memang ga sekali dua kali menemui pegawai rs ini judes jutek memperlakukan pasien seenaknya tapi yg paling parah hari ini tgl 25 juni jam 1900 suster maria yang membantu dokter randi syaraf sangat judes arogan tidak sopan sama sekali minta tolong diperbaiki atitudenya,1,0,['pelayanan'],negative,0.9952120780944824,0.0033028614707291
RS Brayat Minulya,5,terima kasih untuk pelayanan doa yg diberikan bagi keluarga kami yang sakit dan harus di rawat inap di ruang yosef,1,1,"['pelayanan', 'fasilitas']",neutral,0.9979054927825928,0.928777515888214
RS Brayat Minulya,1,Jujur karena pasien merasa kesal karena bagaimana keramahtamahan merasa salah dari jadwal bagaimana staf liontin tidak melakukan pekerjaan mereka karena mereka harus membuang -buang kesabaran dan waktu,1,0,['pelayanan'],negative,0.9966854453086852,0.0070633576251566
RS Brayat Minulya,5,anak saya di rawat d ruang threresia pelayanan perawatnya sangat2 bagus ramah dan sayang kepada anak2 terima kasih suster2 yg baik hati semoga di ganti pahala yg banyak ya,1,1,"['pelayanan', 'fasilitas']",positive,0.9989076852798462,0.674994945526123
RS Brayat Minulya,5,pelayanan perawat baik sabarsiaga di rawat di theresia,1,1,"['pelayanan', 'fasilitas']",neutral,0.9964019060134888,0.9876188039779664
RS Brayat Minulya,5,dirawat theresia kamar 12d,0,1,['fasilitas'],neutral,0.0215642265975475,0.9958673715591432
RS Brayat Minulya,5,terima kasih atas pelayanan kesehatan terhadap anak kami di ruang theresia 107,1,1,"['pelayanan', 'fasilitas']",positive,0.9965920448303224,0.9181585907936096
RS Brayat Minulya,4,ruangan theresia pelayanannya bagus ramah,1,0,['pelayanan'],positive,0.99912029504776,0.0447152107954025
RS Brayat Minulya,5,pelayanan sangat memuaska perawat nya ramah di ruangan theresia,1,0,['pelayanan'],positive,0.9979483485221864,0.006356886588037
RS Brayat Minulya,3,dulu pelayanannya bagus tp makin kesini kok berkurang ya kualitas pelayananannya ada salah 1 perawat cewek lantai 3 yg bicaranya nylekit klo perawat lain baik² ya cuman 1 itu yg kurang bagus tolong diperbaiki agar pasien tidak takut,1,0,['pelayanan'],negative,0.998924195766449,0.0178375821560621
RS Brayat Minulya,5,baik ramahsantun terimakasih banyak suster doter semua baik,1,0,['pelayanan'],positive,0.9993034601211548,0.0643543824553489
RS Brayat Minulya,5,sangat puas atas pelayanan di brayat walapun bapak kami ada di ruang transit kelas 3 tapi pelayanan disini sangat memuaskan kamarnya juga sangat bersih,1,1,"['pelayanan', 'fasilitas']",positive,0.9974644184112548,0.9868364334106444
RS Brayat Minulya,5,rs brayat minulya,1,0,['pelayanan'],neutral,0.7029883861541748,0.0409877635538578
RS Brayat Minulya,5,pelayanan baguss sekali ruang teresia nomer 109,1,1,"['pelayanan', 'fasilitas']",positive,0.9973229765892028,0.9798479676246644
RS Brayat Minulya,5,meskipun menggunakan jkn pelayanan cukup baikrs serasa drmh karna suasana like home,1,1,"['pelayanan', 'fasilitas']",positive,0.9968902468681335,0.9690836668014526
RS Brayat Minulya,5,pelayanan bagus dan ramah,1,0,['pelayanan'],positive,0.9970811009407043,0.0045556011609733
RS Brayat Minulya,5,baik sekali,1,1,"['pelayanan', 'fasilitas']",positive,0.9967235922813416,0.9854673147201538
RS Brayat Minulya,5,pelayanaan sangat memuaskan dokter sma perawat pun ramah saya menginap di ruang theresia kamar 112a,1,1,"['pelayanan', 'fasilitas']",positive,0.996956706047058,0.9628477692604064
RS Brayat Minulya,5,pelayanan bagus memuaskansopan meskipun saya pasien bpjs kis anak saya dirawat di ruang theresia kelas iii saat itu kelas 3 penuhtp tetap dirawat ditransitkan dulu di kelas 2ada yg pulang br pindah,1,1,"['pelayanan', 'fasilitas']",positive,0.9976674914360046,0.933068871498108
RS Brayat Minulya,5,untuk penyerahan resep tolong memakai mic biar dengar pasiennya itu saja yg lain pelayann suster n dokter baik2 semua,1,0,['pelayanan'],negative,0.9923248291015624,0.0245350394397974
RS Brayat Minulya,5,pelayanannya bagus apalagi perawatnya di bangsal teresia ramah2 bgt terimakasih atas pelayanannya rs brayat,1,0,['pelayanan'],positive,0.9969858527183532,0.0044021606445312
RS Brayat Minulya,5,pelayanan bagus perawat sigap dan informatif,1,0,['pelayanan'],positive,0.9970796704292296,0.0044910102151334
RS Brayat Minulya,5,cucu saya dirawat di theresia dokter baik ramah pelayanan bagus perawat ramah2ruangan lumayan nyaman,1,1,"['pelayanan', 'fasilitas']",positive,0.9971010088920592,0.9890002608299256
RS Brayat Minulya,5,anak saya dirawat di ruang teresia dokternya teliti baik perawtnya cepat bpjs lancar,1,1,"['pelayanan', 'fasilitas']",positive,0.998531937599182,0.9535613656044006
RS Brayat Minulya,5,farmasi pelayanan lama dan administrasi lama,1,0,['pelayanan'],neutral,0.9937624335289,0.0040675965137779
RS Brayat Minulya,5,anak dirawat di ruang theresia,1,1,"['pelayanan', 'fasilitas']",neutral,0.6192996501922607,0.9942384958267212
RS Brayat Minulya,5,penanganannya cpat makanannya enak perawat dokternya ramah,1,0,['pelayanan'],positive,0.9992189407348632,0.0520408451557159
RS Brayat Minulya,5,perawatan di ruang theresia memuaskan dan jelas terimakasih,1,1,"['pelayanan', 'fasilitas']",positive,0.9972456693649292,0.939131498336792
RS Brayat Minulya,5,saya di rawat di ruang maria ruang 314 b pengalaman opname pelayanan bagus dari tempat bersih dari dokternya ramah dan komunikatif perawatnya ramah dan bisa diajak bercanda fast respon terimakasih yaa pelayanannya,1,1,"['pelayanan', 'fasilitas']",positive,0.996598184108734,0.9903218150138856
RS Brayat Minulya,5,Ramah,1,0,['pelayanan'],positive,0.996756374835968,0.0047266306355595
RS Brayat Minulya,4,pelayanannya sangat bagus dan memuaskan anak saya d rawat di ruang theresia no 103 b,1,1,"['pelayanan', 'fasilitas']",positive,0.9974879026412964,0.9626433253288268
RS Brayat Minulya,5,pelayanan memuaskan cepat tanggal ramah sangat puas di rawat di bangsal theresia,1,0,['pelayanan'],positive,0.999342143535614,0.1149290800094604
RS Brayat Minulya,5,pelayanan sangat bagus dan cepat,1,0,['pelayanan'],positive,0.9971902966499328,0.0046684495173394
RS Brayat Minulya,5,dari ruangan terisi nomer 101bsangat bagus perawatya sangat ambel sama pasienyaapa lagi dokternya selalu beri semangat kepada pasien biar cepat pulang,1,1,"['pelayanan', 'fasilitas']",positive,0.9980881810188292,0.9031295776367188
RS Brayat Minulya,1,rumah sakit dengan pelayanan buruk perawat menyepelekan pasien banget sama dokter igd gak banget,1,0,['pelayanan'],negative,0.9958360195159912,0.0034541978966444
RS Brayat Minulya,5,dari ruang theresia 112b pelayanan cepat susternya juga sabar menghadapi tangisan anak tiap kali disuntik,1,1,"['pelayanan', 'fasilitas']",positive,0.995944082736969,0.9703992009162904
RS Brayat Minulya,5,trimakasih anak saya sudah dirawat di ruang thersia pelayanan baikperawat ramah kamar bersih,1,1,"['pelayanan', 'fasilitas']",positive,0.9952593445777892,0.9931520223617554
RS Brayat Minulya,5,ruang theresia no 102b pelayanan nya bagus ramah ramah perawatnya,1,1,"['pelayanan', 'fasilitas']",positive,0.9971369504928588,0.9845616221427916
RS Brayat Minulya,5,perawan di ruang teresia sangat memuaskansusternya pun ramah2,1,1,"['pelayanan', 'fasilitas']",positive,0.996729850769043,0.9801325798034668
RS Brayat Minulya,4,pelayanan di igd dari suster dan dokternya bagus dan ramah pelayanan suster yang di kamar perawatan juga sangat bagus saya di rawat di kamar 312 b maria 3malam 4hari kamarnya sangat panasss ac nya nyala tp tidak dingin sama sekali semoga ada perbaikan,1,1,"['pelayanan', 'fasilitas']",positive,0.9968165755271912,0.9854933619499208
RS Brayat Minulya,5,pelayanan sangat bagusmulai dari igdsampai rawat inap di ruang yoseph sampai pulang dilayani dengan baik dan ramahperawat baik dan ramah terima kasih rs brayat minulya,1,1,"['pelayanan', 'fasilitas']",positive,0.9990161657333374,0.9183970093727112
RS Brayat Minulya,5,pelayanan nya baik,1,0,['pelayanan'],positive,0.9974932670593262,0.0051660076715052
RS Brayat Minulya,5,anak di rawat di ruang theresia pelayanan ok kamar ok,1,1,"['pelayanan', 'fasilitas']",neutral,0.9962879419326782,0.9898093938827516
RS Brayat Minulya,5,pelayanan super baikk,1,0,['pelayanan'],positive,0.997557520866394,0.0053313607349991
RS Brayat Minulya,5,pelayanan memuaskan perawatnya baik2kita dapatnya diruangan theresia bersih dan nyaman untuk istirahat pasien,1,1,"['pelayanan', 'fasilitas']",positive,0.9962865114212036,0.9913817048072816
RS Brayat Minulya,5,dari ruang theresia 3 112 d pelayanan memuaskan sehingga anak saya cepat pulang,1,1,"['pelayanan', 'fasilitas']",positive,0.9973938465118408,0.9772709012031556
RS Brayat Minulya,5,Bidan itu ramah,1,0,['pelayanan'],positive,0.9958343505859376,0.0036347170826047
RS Brayat Minulya,5,pelayanan baik lingkungan bersih,1,1,"['pelayanan', 'fasilitas']",positive,0.9954438209533693,0.9923749566078186
RS Brayat Minulya,5,theresia good kamar 108 bersih nyaman rapi ramah ramah sekali perawatny,1,1,"['pelayanan', 'fasilitas']",positive,0.9964073300361632,0.9910607933998108
RS Brayat Minulya,5,rawat anak di ruang theresia 107 ners2 nakes dan dokter2nya sangat ramah dan informatif serta sabar sukses selalu rs brayar minulya berkah dalem,1,1,"['pelayanan', 'fasilitas']",positive,0.9979325532913208,0.9469733238220216
RS Brayat Minulya,5,anak saya dirawat diruang theresia pelayananannya sangat bagus dan ramah sekali,1,1,"['pelayanan', 'fasilitas']",positive,0.9993546605110168,0.5569500923156738
RS Brayat Minulya,5,anakku opname sudah berapa kali sangat di layani dengan baiksehatsemua para dokter perawat dan petugas lainnyagbu,1,0,['pelayanan'],positive,0.9985032081604004,0.0100065115839242
RS Brayat Minulya,5,pelayananny jujur bagusss bangett perawat ny jugaaa sabarrr ramahh nggk judeess juga aku review jujur ya ini nggk boongan,1,0,['pelayanan'],positive,0.9984229803085328,0.0091769210994243
RS Brayat Minulya,5,dari ruang teresia kamar 112d pelayanan sangat baik perawat dan dokter nya ramah ramah,1,1,"['pelayanan', 'fasilitas']",positive,0.9968532919883728,0.986211895942688
RS Brayat Minulya,5,terimakasih untuk pelayanan yang sangat baik perawat nya semua baik dan ramah tempatnya luas nyaman dan bersih tuhan memberkati,1,1,"['pelayanan', 'fasilitas']",positive,0.9970934391021729,0.989140510559082
RS Brayat Minulya,5,dari ruang theresia kamar nmr 112 apelayanan baik dari dokter dan susternya sangat baikramahdan dlm pelayanan juga cepat penanganannya,1,1,"['pelayanan', 'fasilitas']",positive,0.9985464215278624,0.9466625452041626
RS Brayat Minulya,4,sudah baguspelayannya,1,1,"['pelayanan', 'fasilitas']",positive,0.9922516942024232,0.993684470653534
RS Brayat Minulya,5,dari kamar theresia 102b kivandra arsyanendara pelayanan sangat baik perawat nya ramah dan sabar,1,1,"['pelayanan', 'fasilitas']",positive,0.9978498220443726,0.9569042325019836
RS Brayat Minulya,5,anak sya di rawat ruang theresia alhamdulillah pelayanan nya bagus perawatan alhamdulillah baik baik semuanya terimakasih,1,1,"['pelayanan', 'fasilitas']",positive,0.998559296131134,0.9612141251564026
RS Brayat Minulya,5,anak saya atas nama an dheny pratama dirawat diruang theresia 112a pelayanan baik perawat ramah dan tanggap semakin maju rs brayat minulya,1,1,"['pelayanan', 'fasilitas']",positive,0.9990678429603576,0.5620460510253906
RS Brayat Minulya,5,trimakasih rs brayat minulya atas pelayanannyakluarga sy sudah banyak tertolong sekali di sini dokter dan perawat karyawannya sangat baik sekali dan ramah sekali lg trimksih banyak,1,0,['pelayanan'],positive,0.9967387318611144,0.0042358068749308
RS Brayat Minulya,5,Theresia,0,1,['fasilitas'],neutral,0.3131835758686065,0.9933043122291564
RS Brayat Minulya,5,dikamar theresia pelayanannya bagus,1,0,['pelayanan'],positive,0.9984341263771056,0.0098951486870646
RS Brayat Minulya,5,teresia 112d pelayanan sangat baik trima kasih,1,1,"['pelayanan', 'fasilitas']",positive,0.9974186420440674,0.9785482883453368
RS Brayat Minulya,5,pelayanan sangat bagus dan memuaskan,1,0,['pelayanan'],positive,0.9977070093154908,0.0055646481923758
RS Brayat Minulya,5,di ruang yoseph pelayanan nya bagus suster nya ramah² tempat nya nyaman,1,1,"['pelayanan', 'fasilitas']",positive,0.995765209197998,0.9917022585868835
RS Brayat Minulya,5,terimakasih anak saya dirawat di ruang theresia pelayanan bagus perawatnya ramah,1,1,"['pelayanan', 'fasilitas']",positive,0.9991468191146852,0.799263060092926
RS Brayat Minulya,5,pelayanan bagus meski jg pake kis tidak bayar sma sekali suster jg ramah,1,0,['pelayanan'],positive,0.997962236404419,0.0074676382355391
RS Brayat Minulya,5,dari ruang theresia ruang 104 sangat memuaskan pelayanannya perawatnya ramah ramah terimakasih saya suka,1,1,"['pelayanan', 'fasilitas']",positive,0.9981688261032104,0.9740342497825624
RS Brayat Minulya,5,anak dirawat di ruang theresia susternya ramah penanganan cepat rekomend rawat inap disini,1,1,"['pelayanan', 'fasilitas']",positive,0.9987263083457948,0.9056675434112548
RS Brayat Minulya,5,d ruang theresia kmr 2bpelayanana nya sangat memuaskan perawat sangat ramah dan cekatan,1,1,"['pelayanan', 'fasilitas']",positive,0.9990565180778505,0.848528265953064
RS Brayat Minulya,5,bahwa anak di rawat di ruang teresia dengan baik dan mendapatkan pelayanan yg baik terimakasih,1,1,"['pelayanan', 'fasilitas']",positive,0.9983953833580016,0.9561802744865416
RS Brayat Minulya,5,kamar nyaman bersih bagus perawat ramah2 informasi nya cepat dan teliti kamar theresia,1,1,"['pelayanan', 'fasilitas']",positive,0.9967119693756104,0.990226984024048
RS Brayat Minulya,5,pelayanan bagusterima kasih sudah melayani dengan ramah,1,0,['pelayanan'],positive,0.9975316524505616,0.0052105048671364
RS Brayat Minulya,5,dari kamas teresia rumah sakit nya bagus pelayanan bagus perawatan nya ramah dan cekatan,1,1,"['pelayanan', 'fasilitas']",positive,0.9986534118652344,0.9572939276695251
RS Brayat Minulya,5,anak saya di rstheresia pelayanannya memuaskan baik cepat merespon keluhan pasien ramah ramah,1,0,['pelayanan'],positive,0.9968156218528748,0.0041323509067296
RS Brayat Minulya,5,anak rawat inap di ruang theresia pelayanan bagus pokoknya the best,1,1,"['pelayanan', 'fasilitas']",positive,0.9989895224571228,0.9166314601898192
RS Brayat Minulya,5,dari ruang theresia kamar 104b pelayanan nya sangat baik dan cepat suster dan dokter nya ramah pulang dari sini badan menjadi sehat dan bisa beraktivitas seperti biasanya,1,1,"['pelayanan', 'fasilitas']",positive,0.9979625940322876,0.9410766959190368
RS Brayat Minulya,5,hari ini saya pulang dari rs setelah lepas selang sehabis op batu ginjal dengan dokgilang bulan lalu terimakasih untuk dokgilang serta semua perawat di ruang yoseph no201 c atas pelayanannya sangat memuaskan sehat selalu utk dokter dan semua perawat sukses selalu rs brayat minulya surakarta,1,0,['pelayanan'],positive,0.9971064925193788,0.0055740969255566
